0,189089.0,2159302.0
1,171877.0,2002369.0
2,142226.0,1697464.0
3,124373.0,1427799.0
4,106202.0,1086415.0
5,77007.0,680820.0
6,48102.0,396824.0
7,27482.0,228829.0
8,13784.0,121550.0
9,6685.0,67365.0
10,3743.0,44202.0
11,2708.0,34794.0
12,2311.0,30119.0
13,2078.0,27482.0
14,1900.0,25726.0
15,1749.0,24321.0
16,1591.0,23134.0
17,1471.0,22237.0
18,1361.0,20628.0
19,1278.0,20586.0
20,1201.0,19497.0
21,1141.0,18632.0
22,1085.0,18111.0
23,1111.0,17689.0
24,978.0,17374.0
25,937.0,16390.0
26,894.0,16169.0
27,851.0,15973.0
28,804.0,15376.0
29,770.0,14910.0
30,724.0,14269.0
31,682.0,13411.0
32,643.0,13516.0
33,592.0,12735.0
34,548.0,12022.0
35,511.0,12126.0
36,472.0,11750.0
37,428.0,11113.0
38,390.0,10828.0
39,355.0,10646.0
40,328.0,10216.0
41,295.0,9920.0
42,266.0,9376.0
43,239.0,9191.0
44,228.0,9321.0
45,213.0,8681.0
46,188.0,8989.0
47,178.0,8379.0
48,171.0,8949.0
49,161.0,8581.0
50,153.0,8875.0
51,152.0,8248.0
52,147.0,8158.0
53,140.0,7460.0
54,143.0,7567.0
55,140.0,8029.0
56,137.0,7590.0
57,139.0,7517.0
58,126.0,7688.0
59,129.0,6815.0
60,127.0,7306.0
61,121.0,7183.0
62,122.0,6624.0
63,117.0,7033.0
64,122.0,6922.0
65,112.0,7120.0
66,98.0,6638.0
67,106.0,6206.0
68,95.0,6425.0
69,97.0,6260.0
70,98.0,5914.0
71,95.0,6079.0
72,96.0,5969.0
73,85.0,5894.0
74,91.0,6045.0
75,88.0,5987.0
76,89.0,5736.0
77,85.0,5827.0
78,78.0,5591.0
79,74.0,5701.0
80,74.0,5471.0
81,69.0,5541.0
82,69.0,5643.0
83,71.0,5033.0
84,71.0,5411.0
85,66.0,5492.0
86,60.0,5084.0
87,62.0,5171.0
88,57.0,5589.0
89,60.0,4850.0
90,62.0,5023.0
91,51.0,4960.0
92,50.0,4891.0
93,53.0,4734.0
94,49.0,4665.0
95,49.0,4940.0
96,44.0,4465.0
97,42.0,4567.0
98,46.0,4587.0
99,40.0,4640.0
100,42.0,4486.0
101,38.0,4614.0
102,35.0,4458.0
103,36.0,4253.0
104,28.0,4307.0
105,26.0,4190.0
106,24.0,3846.0
107,25.0,4231.0
108,29.0,4263.0
109,27.0,3817.0
110,18.0,3892.0
111,22.0,4134.0
112,22.0,4216.0
113,19.0,4010.0
114,20.0,4045.0
115,19.0,3905.0
116,19.0,3660.0
117,10.0,3642.0
118,9.0,3697.0
119,12.0,3744.0
120,8.0,3700.0
121,10.0,3756.0
122,10.0,3693.0
123,10.0,3496.0
124,13.0,3715.0
125,6.0,3221.0
126,10.0,3309.0
127,6.0,3416.0
128,7.0,3174.0
129,5.0,3551.0
130,4.0,3477.0
131,6.0,2731.0
132,5.0,3486.0
133,2.0,3166.0
134,7.0,3357.0
135,2.0,2924.0
136,3.0,3223.0
137,2.0,3025.0
138,2.0,3097.0
139,1.0,2975.0
140,1.0,2943.0
141,4.0,2866.0
142,1.0,3013.0
143,2.0,2916.0
144,2.0,2950.0
145,2.0,3059.0
146,0.0,2728.0
147,1.0,2740.0
148,1.0,2675.0
149,2.0,2771.0
150,1.0,2544.0
151,3.0,2699.0
152,1.0,2763.0
153,0.0,2656.0
154,0.0,2592.0
155,0.0,2704.0
156,1.0,2693.0
157,0.0,2490.0
158,1.0,2579.0
159,0.0,2398.0
160,0.0,2378.0
161,0.0,2389.0
162,0.0,2489.0
163,1.0,2478.0
164,0.0,2414.0
165,0.0,2289.0
166,0.0,2347.0
167,0.0,2248.0
168,0.0,2176.0
169,0.0,2070.0
170,1.0,2356.0
171,0.0,2447.0
172,0.0,2087.0
173,0.0,2214.0
174,0.0,2203.0
175,1.0,1931.0
176,0.0,2030.0
177,0.0,2146.0
178,0.0,2105.0
179,0.0,2083.0
180,0.0,2052.0
181,0.0,1965.0
182,0.0,2056.0
183,0.0,1897.0
184,0.0,1885.0
185,0.0,2104.0
186,0.0,2036.0
187,0.0,2031.0
188,0.0,1983.0
189,0.0,1860.0
190,0.0,1887.0
191,0.0,1836.0
192,0.0,1841.0
193,0.0,1969.0
194,0.0,1872.0
195,0.0,1797.0
196,0.0,1754.0
197,0.0,1881.0
198,0.0,1677.0
199,0.0,1737.0
200,0.0,1644.0
201,0.0,1877.0
202,0.0,1746.0
203,0.0,1709.0
204,0.0,1751.0
205,0.0,1617.0
206,0.0,1696.0
207,0.0,1668.0
208,0.0,1674.0
209,0.0,1510.0
210,0.0,1632.0
211,0.0,1621.0
212,0.0,1556.0
213,0.0,1630.0
214,0.0,1871.0
215,0.0,1542.0
216,0.0,1510.0
217,0.0,1589.0
218,0.0,1599.0
219,0.0,1407.0
220,0.0,1764.0
221,0.0,1581.0
222,0.0,1638.0
223,0.0,1342.0
224,0.0,1440.0
225,0.0,1596.0
226,0.0,1510.0
227,0.0,1472.0
228,0.0,1545.0
229,0.0,1506.0
230,0.0,1452.0
231,0.0,1409.0
232,0.0,1426.0
233,1.0,1605.0
234,0.0,1474.0
235,0.0,1391.0
236,0.0,1531.0
