237,0.0,1418.0
238,0.0,1545.0
239,0.0,1539.0
240,0.0,1497.0
241,0.0,1506.0
242,0.0,1445.0
243,0.0,1273.0
244,0.0,1410.0
245,0.0,1390.0
246,0.0,1333.0
247,0.0,1401.0
248,0.0,1290.0
249,0.0,1449.0
250,0.0,1454.0
251,0.0,1476.0
252,0.0,1402.0
253,0.0,1289.0
254,0.0,1321.0
255,0.0,1278.0
256,0.0,1345.0
257,0.0,1269.0
258,0.0,1490.0
259,0.0,1399.0
260,0.0,1345.0
261,0.0,1332.0
262,0.0,1230.0
263,0.0,1408.0
264,0.0,1293.0
265,0.0,1269.0
266,0.0,1436.0
267,0.0,1297.0
268,0.0,1452.0
269,0.0,1234.0
270,0.0,1340.0
271,0.0,1367.0
272,0.0,1245.0
273,0.0,1227.0
274,0.0,1265.0
275,0.0,1304.0
276,0.0,1286.0
277,0.0,1219.0
278,0.0,1226.0
279,0.0,1354.0
280,0.0,1277.0
281,0.0,1303.0
282,0.0,1220.0
283,0.0,1150.0
284,0.0,1063.0
285,0.0,1243.0
286,0.0,1370.0
287,0.0,1187.0
288,0.0,1326.0
289,0.0,1235.0
290,0.0,1266.0
291,0.0,1188.0
292,0.0,1315.0
293,0.0,1154.0
294,0.0,1259.0
295,0.0,1191.0
296,0.0,1317.0
297,0.0,1091.0
298,0.0,1169.0
299,0.0,1111.0
300,0.0,1228.0
301,0.0,1174.0
302,0.0,1126.0
303,0.0,1143.0
304,0.0,1216.0
305,0.0,1111.0
306,0.0,1192.0
307,0.0,1331.0
308,0.0,1229.0
309,0.0,1226.0
310,0.0,1114.0
311,0.0,1143.0
312,0.0,1057.0
313,0.0,1098.0
314,0.0,1164.0
315,0.0,1143.0
316,0.0,1143.0
317,0.0,1202.0
318,0.0,1210.0
319,0.0,1179.0
320,0.0,1221.0
321,0.0,1280.0
322,0.0,1013.0
323,0.0,1098.0
324,0.0,1111.0
325,0.0,1198.0
326,0.0,1142.0
327,0.0,941.0
328,0.0,1169.0
329,0.0,1000.0
330,0.0,1253.0
331,0.0,1187.0
332,0.0,1200.0
333,0.0,1199.0
334,0.0,1116.0
335,0.0,1084.0
336,0.0,1215.0
337,0.0,1142.0
338,0.0,1258.0
339,0.0,1099.0
340,0.0,1166.0
341,0.0,1007.0
342,0.0,1158.0
343,0.0,1046.0
344,0.0,1066.0
345,0.0,1098.0
346,0.0,1068.0
347,0.0,1292.0
348,0.0,1121.0
349,0.0,1158.0
350,0.0,1169.0
351,0.0,1245.0
352,0.0,1005.0
353,0.0,1039.0
354,0.0,1097.0
355,0.0,1010.0
356,0.0,1033.0
357,0.0,1084.0
358,0.0,1163.0
359,0.0,1176.0
360,0.0,1042.0
361,0.0,989.0
362,0.0,966.0
363,0.0,1091.0
364,0.0,1001.0
365,0.0,1069.0
366,0.0,1116.0
367,0.0,986.0
368,0.0,989.0
369,0.0,1013.0
370,0.0,1058.0
371,0.0,970.0
372,0.0,1065.0
373,0.0,1045.0
374,0.0,1001.0
375,0.0,1148.0
376,0.0,1123.0
377,0.0,970.0
378,0.0,1149.0
379,0.0,1046.0
380,0.0,1163.0
381,0.0,1112.0
382,0.0,1247.0
383,0.0,1086.0
384,0.0,941.0
385,0.0,956.0
386,0.0,1091.0
387,0.0,1146.0
388,0.0,1120.0
389,0.0,865.0
390,0.0,1074.0
391,0.0,1239.0
392,0.0,1069.0
393,0.0,1072.0
394,0.0,961.0
395,0.0,1018.0
396,0.0,1110.0
397,0.0,909.0
398,0.0,1010.0
399,0.0,1048.0
400,0.0,983.0
401,0.0,1070.0
402,0.0,1020.0
403,0.0,1143.0
404,0.0,1158.0
405,0.0,1095.0
406,0.0,1145.0
407,0.0,951.0
408,0.0,1142.0
409,0.0,1029.0
410,0.0,1028.0
411,0.0,1132.0
412,0.0,1086.0
413,0.0,1123.0
414,0.0,809.0
415,0.0,1094.0
416,0.0,1048.0
417,0.0,1102.0
418,0.0,1075.0
419,0.0,1019.0
420,0.0,1144.0
421,0.0,1012.0
422,0.0,899.0
423,0.0,1254.0
424,0.0,1093.0
425,0.0,1065.0
426,0.0,1063.0
427,0.0,991.0
428,0.0,941.0
429,0.0,1066.0
430,0.0,1089.0
431,0.0,1107.0
432,0.0,1250.0
433,0.0,1067.0
434,0.0,876.0
435,0.0,1313.0
436,0.0,1177.0
437,0.0,1028.0
438,0.0,984.0
439,0.0,1092.0
440,0.0,1144.0
441,0.0,992.0
442,0.0,997.0
443,0.0,945.0
444,0.0,1130.0
445,0.0,1092.0
446,0.0,1159.0
447,0.0,1181.0
448,0.0,1174.0
449,0.0,1016.0
450,0.0,1026.0
451,0.0,1053.0
452,0.0,895.0
453,0.0,1137.0
454,0.0,1101.0
455,0.0,1098.0
456,0.0,1033.0
457,0.0,1103.0
458,0.0,1125.0
459,0.0,1011.0
460,0.0,1065.0
461,0.0,870.0
462,0.0,991.0
463,0.0,1135.0
464,0.0,1194.0
465,0.0,995.0
466,0.0,970.0
467,0.0,980.0
468,0.0,896.0
469,0.0,1022.0
470,0.0,1046.0
471,0.0,941.0
472,0.0,1136.0
473,0.0,1058.0
474,0.0,958.0
475,0.0,1003.0
476,0.0,947.0
477,0.0,1017.0
478,0.0,835.0
479,0.0,1128.0
480,0.0,917.0
481,0.0,888.0
482,0.0,933.0
483,0.0,1072.0
484,0.0,1088.0
485,0.0,973.0
486,0.0,1054.0
487,0.0,1102.0
488,0.0,1127.0
489,0.0,969.0
490,0.0,954.0
491,0.0,976.0
492,0.0,1087.0
493,0.0,881.0
494,0.0,1009.0
495,0.0,998.0
496,0.0,1009.0
497,0.0,938.0
498,0.0,1033.0
499,0.0,1068.0
